rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-10717,SYNTH-10717,0,32,0.001883,0.0,0.00176,6476.64,JAX 58%; LAC 28%; DET 4%
22083,SYNTH-00938,SYNTH-00938,0,32,0.001883,0.0,0.0004,166.32,JAX 48%; LAC 37%; DET 4%
22084,SYNTH-11717,SYNTH-11717,0,32,0.001883,0.0,0.00056,166.32,JAX 53%; LAC 30%; DET 4%
22085,SYNTH-12880,SYNTH-12880,0,32,0.001883,0.0,0.00048,166.28,JAX 61%; LAC 30%; DET 3%
22086,SYNTH-08711,SYNTH-08711,0,32,0.001883,0.0,0.00072,166.25,JAX 62%; LAC 28%; DET 4%
22087,SYNTH-21909,SYNTH-21909,0,32,0.001883,0.0,0.00032,166.2,JAX 58%; LAC 30%; DET 4%
22088,SYNTH-14804,SYNTH-14804,0,32,0.001883,0.0,0.0004,166.12,JAX 52%; LAC 34%; DET 4%
22089,SYNTH-21369,SYNTH-21369,0,32,0.001883,0.0,0.0004,166.07,JAX 61%; LAC 31%; DET 3%
22090,SYNTH-09247,SYNTH-09247,0,32,0.001883,0.0,0.00064,166.05,JAX 59%; LAC 32%; DET 3%
22091,SYNTH-22009,SYNTH-22009,0,32,0.001883,0.0,0.00048,165.97,JAX 59%; LAC 32%; DET 3%
22092,SYNTH-08517,SYNTH-08517,0,32,0.001883,0.0,0.00048,165.93,JAX 58%; LAC 30%; DET 4%
22093,SYNTH-07103,SYNTH-07103,0,32,0.001883,0.0,0.00048,165.88,JAX 54%; LAC 32%; DET 4%
22094,SYNTH-15521,SYNTH-15521,0,32,0.001883,0.0,0.00032,165.79,JAX 53%; LAC 30%; DET 4%
22095,SYNTH-12612,SYNTH-12612,0,32,0.001883,0.0,0.00096,165.68,JAX 65%; LAC 28%; DET 3%
22096,SYNTH-21997,SYNTH-21997,0,32,0.001883,0.0,0.00032,165.58,JAX 55%; LAC 29%; DET 4%
22097,SYNTH-06189,SYNTH-06189,0,32,0.001883,0.0,0.00056,165.51,JAX 55%; LAC 33%; DET 4%
22098,SYNTH-08379,SYNTH-08379,0,32,0.001883,0.0,0.00048,165.41,JAX 54%; LAC 33%; DET 4%
22099,SYNTH-19596,SYNTH-19596,0,32,0.001883,0.0,0.0004,165.19,JAX 56%; LAC 33%; DET 3%
22100,SYNTH-07633,SYNTH-07633,0,32,0.001883,0.0,0.00048,165.17,JAX 54%; LAC 30%; DET 4%
22101,SYNTH-15113,SYNTH-15113,0,32,0.001883,0.0,0.00056,165.12,JAX 54%; LAC 35%; DET 3%
22102,SYNTH-10049,SYNTH-10049,0,32,0.001883,0.0,0.00064,165.12,JAX 59%; LAC 29%; DET 4%
22103,SYNTH-15943,SYNTH-15943,0,32,0.001883,0.0,0.0008,165.11,JAX 58%; LAC 33%; DET 3%
22104,SYNTH-22503,SYNTH-22503,0,32,0.001883,0.0,0.00096,165.02,JAX 62%; LAC 31%; DET 3%
22105,SYNTH-12856,SYNTH-12856,0,32,0.001883,0.0,0.0004,164.99,JAX 55%; LAC 33%; DET 3%
22106,SYNTH-19699,SYNTH-19699,0,32,0.001883,0.0,0.00056,164.97,JAX 63%; LAC 29%; DET 3%
22107,SYNTH-11309,SYNTH-11309,0,32,0.001883,0.0,0.00072,164.9,JAX 59%; LAC 32%; DET 3%
22108,SYNTH-01400,SYNTH-01400,0,32,0.001883,0.0,0.00064,164.89,JAX 55%; LAC 28%; DET 4%
22109,SYNTH-12367,SYNTH-12367,0,32,0.001883,0.0,0.00064,164.83,JAX 57%; LAC 32%; DET 4%
22110,SYNTH-20930,SYNTH-20930,0,32,0.001883,0.0,0.00064,164.76,JAX 59%; LAC 29%; DET 4%
22111,SYNTH-11699,SYNTH-11699,0,32,0.001883,0.0,0.00056,164.68,JAX 58%; LAC 32%; DET 3%
22112,SYNTH-06718,SYNTH-06718,0,32,0.001883,0.0,0.00056,164.67,JAX 50%; LAC 32%; DET 4%
22113,SYNTH-01336,SYNTH-01336,0,32,0.001883,0.0,0.00064,164.63,JAX 54%; LAC 35%; DET 3%
22114,SYNTH-12129,SYNTH-12129,0,32,0.001883,0.0,0.00088,164.59,JAX 63%; LAC 28%; DET 3%
22115,SYNTH-23316,SYNTH-23316,0,32,0.001883,0.0,0.00048,164.58,JAX 59%; LAC 29%; DET 4%
22116,SYNTH-05125,SYNTH-05125,0,32,0.001883,0.0,0.00056,164.52,JAX 54%; LAC 30%; DET 4%
22117,SYNTH-06995,SYNTH-06995,0,32,0.001883,0.0,0.00024,164.52,JAX 49%; LAC 35%; DET 4%
22118,SYNTH-04297,SYNTH-04297,0,32,0.001883,0.0,0.00064,164.38,JAX 55%; LAC 36%; DET 3%
22119,SYNTH-05724,SYNTH-05724,0,32,0.001883,0.0,0.00072,164.31,JAX 59%; LAC 28%; DET 4%
22120,SYNTH-06302,SYNTH-06302,0,32,0.001883,0.0,0.0004,164.2,JAX 55%; LAC 31%; DET 4%
22121,SYNTH-22587,SYNTH-22587,0,32,0.001883,0.0,0.00064,164.1,JAX 61%; LAC 30%; DET 3%
22122,SYNTH-15033,SYNTH-15033,0,32,0.001883,0.0,0.00064,163.99,JAX 52%; LAC 31%; DET 4%
22123,SYNTH-21557,SYNTH-21557,0,32,0.001883,0.0,0.00056,163.83,JAX 61%; LAC 28%; DET 4%
22124,SYNTH-02150,SYNTH-02150,0,32,0.001883,0.0,0.0008,163.77,JAX 57%; LAC 32%; DET 3%
22125,SYNTH-00262,SYNTH-00262,0,32,0.001883,0.0,0.00032,163.77,JAX 56%; LAC 30%; DET 4%
22126,SYNTH-05889,SYNTH-05889,0,32,0.001883,0.0,0.00048,163.75,JAX 56%; LAC 31%; DET 4%
22127,SYNTH-17533,SYNTH-17533,0,32,0.001883,0.0,0.00032,163.74,JAX 52%; LAC 34%; DET 4%
22128,SYNTH-21929,SYNTH-21929,0,32,0.001883,0.0,0.00048,163.42,JAX 54%; LAC 32%; DET 4%
22129,SYNTH-03678,SYNTH-03678,0,32,0.001883,0.0,0.00056,163.4,JAX 63%; LAC 30%; DET 3%
22130,SYNTH-07302,SYNTH-07302,0,32,0.001883,0.0,0.00048,163.33,JAX 52%; LAC 27%; DET 5%
22131,SYNTH-13799,SYNTH-13799,0,32,0.001883,0.0,0.00024,163.28,JAX 54%; LAC 28%; DET 5%
22132,SYNTH-17298,SYNTH-17298,0,32,0.001883,0.0,0.0008,163.25,JAX 60%; LAC 31%; DET 3%
22133,SYNTH-12589,SYNTH-12589,0,32,0.001883,0.0,0.00024,163.07,JAX 54%; LAC 29%; DET 4%
22134,SYNTH-20733,SYNTH-20733,0,32,0.001883,0.0,0.00048,162.99,JAX 58%; LAC 32%; DET 3%
22135,SYNTH-16446,SYNTH-16446,0,32,0.001883,0.0,0.00064,162.99,JAX 61%; LAC 31%; DET 3%
22136,SYNTH-19539,SYNTH-19539,0,32,0.001883,0.0,0.00048,162.96,JAX 58%; LAC 31%; DET 4%
22137,SYNTH-18104,SYNTH-18104,0,32,0.001883,0.0,0.00048,162.96,JAX 58%; LAC 32%; DET 3%
22138,SYNTH-12125,SYNTH-12125,0,32,0.001883,0.0,0.00056,162.94,JAX 58%; LAC 32%; DET 3%
22139,SYNTH-20920,SYNTH-20920,0,32,0.001883,0.0,0.00056,162.91,JAX 60%; LAC 31%; DET 3%
22140,SYNTH-20849,SYNTH-20849,0,32,0.001883,0.0,0.00056,162.87,JAX 60%; LAC 27%; DET 4%
22141,SYNTH-08488,SYNTH-08488,0,32,0.001883,0.0,0.00056,162.85,JAX 61%; LAC 29%; DET 3%
22142,SYNTH-12826,SYNTH-12826,0,32,0.001883,0.0,0.00064,162.75,JAX 64%; LAC 29%; DET 3%
22143,SYNTH-11306,SYNTH-11306,0,32,0.001883,0.0,0.0004,162.71,JAX 56%; LAC 27%; DET 4%
22144,SYNTH-11723,SYNTH-11723,0,32,0.001883,0.0,0.00064,162.7,JAX 56%; LAC 31%; DET 4%
22145,SYNTH-04039,SYNTH-04039,0,32,0.001883,0.0,0.00056,162.63,JAX 60%; LAC 25%; DET 4%
22146,SYNTH-07501,SYNTH-07501,0,32,0.001883,0.0,0.00048,162.62,JAX 49%; LAC 29%; DET 5%
22147,SYNTH-02205,SYNTH-02205,0,32,0.001883,0.0,0.00064,162.61,JAX 58%; LAC 30%; DET 4%
22148,SYNTH-15068,SYNTH-15068,0,32,0.001883,0.0,0.00064,162.58,JAX 61%; LAC 32%; DET 3%
22149,SYNTH-12036,SYNTH-12036,0,32,0.001883,0.0,0.0004,162.56,JAX 59%; LAC 30%; DET 4%
22150,SYNTH-16907,SYNTH-16907,0,32,0.001883,0.0,0.0008,162.53,JAX 59%; LAC 33%; DET 3%
22151,SYNTH-02529,SYNTH-02529,0,32,0.001883,0.0,0.00024,162.3,JAX 50%; LAC 30%; DET 4%
22152,SYNTH-02786,SYNTH-02786,0,32,0.001883,0.0,0.00032,162.05,JAX 54%; LAC 31%; DET 4%
22153,SYNTH-14336,SYNTH-14336,0,32,0.001883,0.0,0.00048,161.96,JAX 53%; LAC 31%; DET 4%
22154,SYNTH-09375,SYNTH-09375,0,32,0.001883,0.0,0.00048,161.83,JAX 53%; LAC 34%; DET 4%
22155,SYNTH-05963,SYNTH-05963,0,32,0.001883,0.0,0.0004,161.82,JAX 53%; LAC 29%; DET 4%
22156,SYNTH-21136,SYNTH-21136,0,32,0.001883,0.0,0.00048,161.76,JAX 54%; LAC 29%; DET 4%
22157,SYNTH-04174,SYNTH-04174,0,32,0.001883,0.0,0.0004,161.71,JAX 60%; LAC 29%; DET 4%
22158,SYNTH-00060,SYNTH-00060,0,32,0.001883,0.0,0.0004,161.69,JAX 54%; LAC 28%; DET 5%
22159,SYNTH-20526,SYNTH-20526,0,32,0.001883,0.0,0.00056,161.69,JAX 62%; LAC 28%; DET 3%
22160,SYNTH-02988,SYNTH-02988,0,32,0.001883,0.0,0.00032,161.66,JAX 61%; LAC 30%; DET 3%
22161,SYNTH-02927,SYNTH-02927,0,32,0.001883,0.0,0.00048,161.64,JAX 55%; LAC 32%; DET 3%
22162,SYNTH-20073,SYNTH-20073,0,32,0.001883,0.0,0.00064,161.58,JAX 52%; LAC 33%; DET 4%
22163,SYNTH-05293,SYNTH-05293,0,32,0.001883,0.0,0.00048,161.52,JAX 52%; LAC 32%; DET 4%
22164,SYNTH-05519,SYNTH-05519,0,32,0.001883,0.0,0.00064,161.52,JAX 57%; LAC 28%; DET 4%
22165,SYNTH-14846,SYNTH-14846,0,32,0.001883,0.0,0.0004,161.5,JAX 61%; LAC 32%; DET 3%
22166,SYNTH-12172,SYNTH-12172,0,32,0.001883,0.0,0.00032,161.45,JAX 58%; LAC 28%; DET 4%
22167,SYNTH-16472,SYNTH-16472,0,32,0.001883,0.0,0.00032,161.41,JAX 58%; LAC 28%; DET 4%
22168,SYNTH-14672,SYNTH-14672,0,32,0.001883,0.0,0.0004,161.28,JAX 53%; LAC 25%; DET 5%
22169,SYNTH-15511,SYNTH-15511,0,32,0.001883,0.0,0.0004,161.2,JAX 52%; LAC 34%; DET 4%
22170,SYNTH-09336,SYNTH-09336,0,32,0.001883,0.0,0.00064,161.17,JAX 51%; LAC 29%; DET 5%
22171,SYNTH-08106,SYNTH-08106,0,32,0.001883,0.0,0.00072,161.14,JAX 61%; LAC 30%; DET 3%
22172,SYNTH-12173,SYNTH-12173,0,32,0.001883,0.0,0.00048,161.08,JAX 55%; LAC 31%; DET 4%
22173,SYNTH-01275,SYNTH-01275,0,32,0.001883,0.0,0.00048,160.98,JAX 57%; LAC 30%; DET 4%
22174,SYNTH-03720,SYNTH-03720,0,32,0.001883,0.0,0.00072,160.96,JAX 59%; LAC 26%; DET 4%
22175,SYNTH-19196,SYNTH-19196,0,32,0.001883,0.0,0.0004,160.93,JAX 57%; LAC 34%; DET 3%
22176,SYNTH-19116,SYNTH-19116,0,32,0.001883,0.0,0.00056,160.86,JAX 56%; LAC 33%; DET 3%
22177,SYNTH-08088,SYNTH-08088,0,32,0.001883,0.0,0.00056,160.85,JAX 56%; LAC 31%; DET 4%
22178,SYNTH-15783,SYNTH-15783,0,32,0.001883,0.0,0.00032,160.83,JAX 54%; LAC 26%; DET 5%
22179,SYNTH-01818,SYNTH-01818,0,32,0.001883,0.0,0.00048,160.77,JAX 54%; LAC 31%; DET 4%
22180,SYNTH-20816,SYNTH-20816,0,32,0.001883,0.0,0.00048,160.76,JAX 53%; LAC 34%; DET 3%
22181,SYNTH-02931,SYNTH-02931,0,32,0.001883,0.0,0.00056,160.69,JAX 61%; LAC 30%; DET 3%
22182,SYNTH-18790,SYNTH-18790,0,32,0.001883,0.0,0.00048,160.65,JAX 60%; LAC 30%; DET 3%
22183,SYNTH-18264,SYNTH-18264,0,32,0.001883,0.0,0.00096,160.64,JAX 61%; LAC 30%; DET 3%
22184,SYNTH-14541,SYNTH-14541,0,32,0.001883,0.0,0.00064,160.62,JAX 62%; LAC 30%; DET 3%
22185,SYNTH-06202,SYNTH-06202,0,32,0.001883,0.0,0.00048,160.59,JAX 53%; LAC 26%; DET 5%
22186,SYNTH-15300,SYNTH-15300,0,32,0.001883,0.0,0.00072,160.56,JAX 57%; LAC 33%; DET 3%
22187,SYNTH-15911,SYNTH-15911,0,32,0.001883,0.0,0.00032,160.55,JAX 49%; LAC 34%; DET 4%
22188,SYNTH-23844,SYNTH-23844,0,32,0.001883,0.0,0.00048,160.51,JAX 59%; LAC 26%; DET 4%
22189,SYNTH-14579,SYNTH-14579,0,32,0.001883,0.0,0.00112,160.48,JAX 57%; LAC 32%; DET 4%
22190,SYNTH-04959,SYNTH-04959,0,32,0.001883,0.0,0.00032,160.42,JAX 61%; LAC 29%; DET 4%
22191,SYNTH-07650,SYNTH-07650,0,32,0.001883,0.0,0.00072,160.42,JAX 58%; LAC 29%; DET 4%
22192,SYNTH-11942,SYNTH-11942,0,32,0.001883,0.0,0.00056,160.39,JAX 57%; LAC 28%; DET 4%
22193,SYNTH-21725,SYNTH-21725,0,32,0.001883,0.0,0.00056,160.38,JAX 56%; LAC 30%; DET 4%
22194,SYNTH-07054,SYNTH-07054,0,32,0.001883,0.0,0.00024,160.37,JAX 53%; LAC 34%; DET 4%
22195,SYNTH-15453,SYNTH-15453,0,32,0.001883,0.0,0.00056,160.31,JAX 58%; LAC 32%; DET 3%
22196,SYNTH-14325,SYNTH-14325,0,32,0.001883,0.0,0.00024,160.25,JAX 48%; LAC 31%; DET 4%
22197,SYNTH-06200,SYNTH-06200,0,32,0.001883,0.0,0.00048,160.21,JAX 57%; LAC 31%; DET 4%
22198,SYNTH-16342,SYNTH-16342,0,32,0.001883,0.0,0.00048,160.1,JAX 52%; LAC 28%; DET 4%
22199,SYNTH-08278,SYNTH-08278,0,32,0.001883,0.0,0.00032,160.1,JAX 54%; LAC 33%; DET 4%
22200,SYNTH-00125,SYNTH-00125,0,32,0.001883,0.0,0.00032,160.1,JAX 54%; LAC 32%; DET 4%
22201,SYNTH-08766,SYNTH-08766,0,32,0.001883,0.0,0.00048,160.08,JAX 53%; LAC 34%; DET 4%
22202,SYNTH-22651,SYNTH-22651,0,32,0.001883,0.0,0.00032,160.0,JAX 56%; LAC 31%; DET 4%
22203,SYNTH-11452,SYNTH-11452,0,32,0.001883,0.0,0.00056,159.94,JAX 54%; LAC 34%; DET 3%
22204,SYNTH-04035,SYNTH-04035,0,32,0.001883,0.0,0.00064,159.86,JAX 55%; LAC 34%; DET 3%
22205,SYNTH-04463,SYNTH-04463,0,32,0.001883,0.0,0.0004,159.84,JAX 57%; LAC 28%; DET 4%
22206,SYNTH-20942,SYNTH-20942,0,32,0.001883,0.0,0.00104,159.67,JAX 63%; LAC 27%; DET 3%
22207,SYNTH-09843,SYNTH-09843,0,32,0.001883,0.0,0.0004,159.63,JAX 55%; LAC 29%; DET 4%
22208,SYNTH-13926,SYNTH-13926,0,32,0.001883,0.0,0.0008,159.59,JAX 51%; LAC 38%; DET 3%
22209,SYNTH-06493,SYNTH-06493,0,32,0.001883,0.0,0.00096,159.54,JAX 60%; LAC 32%; DET 3%
22210,SYNTH-14553,SYNTH-14553,0,32,0.001883,0.0,0.0008,159.48,JAX 57%; LAC 33%; DET 3%
22211,SYNTH-08554,SYNTH-08554,0,32,0.001883,0.0,0.00048,159.47,JAX 53%; LAC 29%; DET 4%
22212,SYNTH-08606,SYNTH-08606,0,32,0.001883,0.0,0.00072,159.44,JAX 58%; LAC 34%; DET 3%
22213,SYNTH-09830,SYNTH-09830,0,32,0.001883,0.0,0.00048,159.35,JAX 57%; LAC 33%; DET 3%
22214,SYNTH-13694,SYNTH-13694,0,32,0.001883,0.0,0.00048,159.34,JAX 58%; LAC 28%; DET 4%
22215,SYNTH-03874,SYNTH-03874,0,32,0.001883,0.0,0.00056,159.33,JAX 57%; LAC 33%; DET 3%
22216,SYNTH-19188,SYNTH-19188,0,32,0.001883,0.0,0.00048,159.31,JAX 63%; LAC 28%; DET 3%
22217,SYNTH-18355,SYNTH-18355,0,32,0.001883,0.0,0.0004,159.27,JAX 57%; LAC 33%; DET 3%
22218,SYNTH-14584,SYNTH-14584,0,32,0.001883,0.0,0.00048,159.25,JAX 53%; LAC 33%; DET 4%
22219,SYNTH-17780,SYNTH-17780,0,32,0.001883,0.0,0.00048,159.06,JAX 54%; LAC 28%; DET 4%
22220,SYNTH-19778,SYNTH-19778,0,32,0.001883,0.0,0.0004,159.04,JAX 50%; LAC 29%; DET 4%
22221,SYNTH-22660,SYNTH-22660,0,32,0.001883,0.0,0.00024,158.99,JAX 51%; LAC 29%; DET 4%
22222,SYNTH-07331,SYNTH-07331,0,32,0.001883,0.0,0.00064,158.98,JAX 58%; LAC 30%; DET 4%
22223,SYNTH-13224,SYNTH-13224,0,32,0.001883,0.0,0.00056,158.87,JAX 60%; LAC 30%; DET 3%
22224,SYNTH-22690,SYNTH-22690,0,32,0.001883,0.0,0.00072,158.74,JAX 54%; LAC 35%; DET 3%
22225,SYNTH-04652,SYNTH-04652,0,32,0.001883,0.0,0.00064,158.73,JAX 59%; LAC 30%; DET 4%
22226,SYNTH-18524,SYNTH-18524,0,32,0.001883,0.0,0.00048,158.72,JAX 54%; LAC 34%; DET 3%
22227,SYNTH-03544,SYNTH-03544,0,32,0.001883,0.0,0.00032,158.69,JAX 56%; LAC 29%; DET 4%
22228,SYNTH-18400,SYNTH-18400,0,32,0.001883,0.0,0.0012,158.67,JAX 61%; LAC 29%; DET 3%
22229,SYNTH-14060,SYNTH-14060,0,32,0.001883,0.0,0.0004,158.67,JAX 63%; LAC 29%; DET 3%
22230,SYNTH-02606,SYNTH-02606,0,32,0.001883,0.0,0.00064,158.65,JAX 61%; LAC 31%; DET 3%
22231,SYNTH-01759,SYNTH-01759,0,32,0.001883,0.0,0.00048,158.64,JAX 59%; LAC 31%; DET 3%
22232,SYNTH-03423,SYNTH-03423,0,32,0.001883,0.0,0.00056,158.52,JAX 54%; LAC 30%; DET 4%
22233,SYNTH-16087,SYNTH-16087,0,32,0.001883,0.0,0.00064,158.51,JAX 57%; LAC 33%; DET 3%
22234,SYNTH-20719,SYNTH-20719,0,32,0.001883,0.0,0.00048,158.42,JAX 50%; LAC 32%; DET 4%
22235,SYNTH-16850,SYNTH-16850,0,32,0.001883,0.0,0.0004,158.38,JAX 57%; LAC 26%; DET 4%
22236,SYNTH-10279,SYNTH-10279,0,32,0.001883,0.0,0.0004,158.36,JAX 57%; LAC 30%; DET 4%
22237,SYNTH-13464,SYNTH-13464,0,32,0.001883,0.0,0.00064,158.33,JAX 62%; LAC 31%; DET 3%
22238,SYNTH-10080,SYNTH-10080,0,32,0.001883,0.0,0.00072,158.24,JAX 66%; LAC 25%; DET 3%
22239,SYNTH-20854,SYNTH-20854,0,32,0.001883,0.0,0.00072,158.21,JAX 60%; LAC 26%; DET 4%
22240,SYNTH-17217,SYNTH-17217,0,32,0.001883,0.0,0.00024,158.16,JAX 49%; LAC 30%; DET 4%
22241,SYNTH-21348,SYNTH-21348,0,32,0.001883,0.0,0.00064,158.14,JAX 64%; LAC 25%; DET 4%
22242,SYNTH-03175,SYNTH-03175,0,32,0.001883,0.0,0.00088,158.12,JAX 59%; LAC 30%; DET 3%
22243,SYNTH-14711,SYNTH-14711,0,32,0.001883,0.0,0.00032,158.07,JAX 56%; LAC 29%; DET 4%
22244,SYNTH-22904,SYNTH-22904,0,32,0.001883,0.0,0.00056,158.05,JAX 52%; LAC 30%; DET 4%
22245,SYNTH-06330,SYNTH-06330,0,32,0.001883,0.0,0.00056,158.02,JAX 61%; LAC 30%; DET 3%
22246,SYNTH-06473,SYNTH-06473,0,32,0.001883,0.0,0.00032,157.96,JAX 50%; LAC 31%; DET 4%
22247,SYNTH-13354,SYNTH-13354,0,32,0.001883,0.0,0.00064,157.94,JAX 61%; LAC 29%; DET 3%
22248,SYNTH-04963,SYNTH-04963,0,32,0.001883,0.0,0.00072,157.91,JAX 55%; LAC 31%; DET 4%
22249,SYNTH-07644,SYNTH-07644,0,32,0.001883,0.0,0.0004,157.74,JAX 62%; LAC 30%; DET 3%
22250,SYNTH-01678,SYNTH-01678,0,32,0.001883,0.0,0.00032,157.7,JAX 58%; LAC 28%; DET 4%
22251,SYNTH-01399,SYNTH-01399,0,32,0.001883,0.0,0.0004,157.7,JAX 57%; LAC 33%; DET 3%
22252,SYNTH-05266,SYNTH-05266,0,32,0.001883,0.0,0.00072,157.64,JAX 55%; LAC 32%; DET 4%
22253,SYNTH-09443,SYNTH-09443,0,32,0.001883,0.0,0.00072,157.55,JAX 58%; LAC 32%; DET 3%
22254,SYNTH-10972,SYNTH-10972,0,32,0.001883,0.0,0.00048,157.54,JAX 58%; LAC 32%; DET 3%
22255,SYNTH-01306,SYNTH-01306,0,32,0.001883,0.0,0.0008,157.5,JAX 57%; LAC 30%; DET 4%
22256,SYNTH-15454,SYNTH-15454,0,32,0.001883,0.0,0.00048,157.5,JAX 49%; LAC 31%; DET 4%
22257,SYNTH-06081,SYNTH-06081,0,32,0.001883,0.0,0.00056,157.49,JAX 63%; LAC 29%; DET 3%
22258,SYNTH-15208,SYNTH-15208,0,32,0.001883,0.0,0.00064,157.44,JAX 61%; LAC 31%; DET 3%
22259,SYNTH-12265,SYNTH-12265,0,32,0.001883,0.0,0.00056,157.38,JAX 62%; LAC 30%; DET 3%
22260,SYNTH-15661,SYNTH-15661,0,32,0.001883,0.0,0.00048,157.37,JAX 61%; LAC 31%; DET 3%
22261,SYNTH-04877,SYNTH-04877,0,32,0.001883,0.0,0.00056,157.2,JAX 55%; LAC 35%; DET 3%
22262,SYNTH-22548,SYNTH-22548,0,32,0.001883,0.0,0.00056,157.17,JAX 61%; LAC 30%; DET 3%
22263,SYNTH-16358,SYNTH-16358,0,32,0.001883,0.0,0.00064,157.14,JAX 52%; LAC 34%; DET 4%
22264,SYNTH-12994,SYNTH-12994,0,32,0.001883,0.0,0.00048,156.95,JAX 59%; LAC 23%; DET 5%
22265,SYNTH-14660,SYNTH-14660,0,32,0.001883,0.0,0.0008,156.95,JAX 58%; LAC 30%; DET 4%
22266,SYNTH-19787,SYNTH-19787,0,32,0.001883,0.0,0.00024,156.94,JAX 54%; LAC 27%; DET 4%
22267,SYNTH-11908,SYNTH-11908,0,32,0.001883,0.0,0.00024,156.85,JAX 60%; LAC 22%; DET 5%
22268,SYNTH-03028,SYNTH-03028,0,32,0.001883,0.0,0.00048,156.81,JAX 54%; LAC 32%; DET 4%
22269,SYNTH-19585,SYNTH-19585,0,32,0.001883,0.0,0.00088,156.75,JAX 65%; LAC 27%; DET 3%
22270,SYNTH-09676,SYNTH-09676,0,32,0.001883,0.0,0.0004,156.66,JAX 50%; LAC 34%; DET 4%
22271,SYNTH-10357,SYNTH-10357,0,32,0.001883,0.0,0.00016,156.61,JAX 50%; LAC 28%; DET 5%
22272,SYNTH-03921,SYNTH-03921,0,32,0.001883,0.0,0.00048,156.58,JAX 54%; LAC 34%; DET 3%
22273,SYNTH-23981,SYNTH-23981,0,32,0.001883,0.0,0.00056,156.55,JAX 52%; LAC 33%; DET 4%
22274,SYNTH-07067,SYNTH-07067,0,32,0.001883,0.0,0.00072,156.52,JAX 59%; LAC 30%; DET 3%
22275,SYNTH-14687,SYNTH-14687,0,32,0.001883,0.0,0.00072,156.52,JAX 60%; LAC 32%; DET 3%
22276,SYNTH-10455,SYNTH-10455,0,32,0.001883,0.0,0.00024,156.51,JAX 49%; LAC 37%; DET 3%
22277,SYNTH-08840,SYNTH-08840,0,32,0.001883,0.0,0.00056,156.48,JAX 56%; LAC 28%; DET 4%
22278,SYNTH-05743,SYNTH-05743,0,32,0.001883,0.0,0.00056,156.47,JAX 53%; LAC 30%; DET 4%
22279,SYNTH-14057,SYNTH-14057,0,32,0.001883,0.0,0.0004,156.43,JAX 61%; LAC 31%; DET 3%
22280,SYNTH-23020,SYNTH-23020,0,32,0.001883,0.0,0.0004,156.43,JAX 53%; LAC 32%; DET 4%
22281,SYNTH-00015,SYNTH-00015,0,32,0.001883,0.0,0.00016,156.42,JAX 56%; LAC 33%; DET 3%
22282,SYNTH-20398,SYNTH-20398,0,32,0.001883,0.0,0.00048,156.4,JAX 59%; LAC 31%; DET 3%
22283,SYNTH-00286,SYNTH-00286,0,32,0.001883,0.0,0.0004,156.38,JAX 53%; LAC 32%; DET 4%
22284,SYNTH-02559,SYNTH-02559,0,32,0.001883,0.0,8e-05,156.35,JAX 48%; LAC 31%; DET 4%
22285,SYNTH-10906,SYNTH-10906,0,32,0.001883,0.0,0.0004,156.13,JAX 52%; LAC 34%; DET 4%
22286,SYNTH-10633,SYNTH-10633,0,32,0.001883,0.0,0.00048,155.99,JAX 60%; LAC 31%; DET 3%
22287,SYNTH-10545,SYNTH-10545,0,32,0.001883,0.0,0.00104,155.89,JAX 56%; LAC 30%; DET 4%
22288,SYNTH-06702,SYNTH-06702,0,32,0.001883,0.0,0.0008,155.87,JAX 60%; LAC 29%; DET 4%
22289,SYNTH-07293,SYNTH-07293,0,32,0.001883,0.0,0.00112,155.77,JAX 61%; LAC 31%; DET 3%
22290,SYNTH-23066,SYNTH-23066,0,32,0.001883,0.0,0.00064,155.76,JAX 52%; LAC 32%; DET 4%
22291,SYNTH-20593,SYNTH-20593,0,32,0.001883,0.0,0.0004,155.76,JAX 58%; LAC 33%; DET 3%
22292,SYNTH-00859,SYNTH-00859,0,32,0.001883,0.0,0.00072,155.71,JAX 59%; LAC 32%; DET 3%
22293,SYNTH-18312,SYNTH-18312,0,32,0.001883,0.0,0.00048,155.57,JAX 61%; LAC 28%; DET 4%
22294,SYNTH-00941,SYNTH-00941,0,32,0.001883,0.0,0.00032,155.51,JAX 55%; LAC 25%; DET 5%
22295,SYNTH-17843,SYNTH-17843,0,32,0.001883,0.0,0.00048,155.41,JAX 63%; LAC 30%; DET 3%
22296,SYNTH-15059,SYNTH-15059,0,32,0.001883,0.0,0.00048,155.21,JAX 60%; LAC 30%; DET 3%
22297,SYNTH-02889,SYNTH-02889,0,32,0.001883,0.0,0.00064,155.19,JAX 61%; LAC 32%; DET 3%
22298,SYNTH-04788,SYNTH-04788,0,32,0.001883,0.0,0.0004,155.14,JAX 56%; LAC 32%; DET 4%
22299,SYNTH-19010,SYNTH-19010,0,32,0.001883,0.0,0.00056,155.08,JAX 56%; LAC 30%; DET 4%
22300,SYNTH-20637,SYNTH-20637,0,32,0.001883,0.0,0.0004,155.06,JAX 50%; LAC 32%; DET 4%
22301,SYNTH-19783,SYNTH-19783,0,32,0.001883,0.0,0.00056,155.0,JAX 58%; LAC 31%; DET 4%
22302,SYNTH-17722,SYNTH-17722,0,32,0.001883,0.0,0.00048,154.84,JAX 63%; LAC 29%; DET 3%
